Card Name,Category,Date Reviewed,Profiles,Ratings,Reviews,Source,Bank Name,Old/New
HDFC DINERS CLUBMILES,Travel,12/17/18,User,None,hi siddhart can you plz explain about 26% .I m Confused a=now as you told it is not good for economy booking stil the 26% looks atttarctive ??,CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/17/18,User,None,Siddharth How is Yes Better in this as they have .25 redemption value for RP. ???while regalia hai .50 redemption value .,CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/17/18,User,None,"@Sumit
Yes First Preferred: 8 rps per 100= 2%= Flight/ Hotel + GV redemption also. Though now they donâ€™t have Amazon GV in their options which was great.
HDFC Regalia : 4 rps per 150= 1.33%= Only Flight/ Hotel booking is worth the value.",CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/17/18,User,None,"for regalia, you earn 4 points / 150 spends, each point is 0.50rs
so reward rate becomes 1.33% per 100rs spent
for yes first preferred u get 8 RP per 100rs, each point is 0.25 rs
so reward rate is 2% per 100rs spent",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/17/18,User,None,"I am planning to apply for this card soon.
I will be upgrading from Diners Premioum with 6L Credit limit.
Can I get the card life time free or at least 1st year free?
Also, I am curious to know what you guys use for redemption apart from flight tikcets.
Are there any other good redemption options like Amazon vouchers?
WOrst thing is to have a bunch of points which canâ€™t be redeemed",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/17/18,User,None,"@Shiladitya
Only 1st year free option. No amazon gv. Best use for family trip to domestic or international trip. Book flights n hotels.",CARD EXPERT,HDFC Bank,Old
SBI ELITE,Lifestyle,12/17/18,User,None,My expense on sbi elite card is 4 L annually. Should I continue to use this card.,CARD EXPERT,SBI,Old
SBI ELITE,Lifestyle,12/17/18,User,None,"Depends what you are looking for and spending on. In general, shift to HDFC Regalia.",CARD EXPERT,SBI,Old
SBI PRIME,Lifestyle,12/18/18,User,None,When will I get my 3000 Rs. voucher as I have not got yet even I get my sbi prime card on 30-11-2018.,CARD EXPERT,SBI,Old
SC ULTIMATE,Rewards,12/18/18,User,None,I inquired from them and they keep telling me the credit of points happens in 60 days.,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/18/18,User,None,Amazon vouchers are available. Just redeemed this morning.,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/18/18,User,None,how did i miss? i am checking daily multiple timesâ€¦ ðŸ™ ðŸ™,CARD EXPERT,Standard Chartered,Old
SBI PRIME,Lifestyle,12/19/18,User,None,"Dear Rohit,
You will get SMS to choose between different vendors(like BATA, yatra, pataloons) once you paid first bill which includes joining fee of 3000/- + GST.",CARD EXPERT,SBI,Old
CITIBANK PREMIER MILES,Travel,12/19/18,User,None,"As it is with every card, it just depends what you are looking for and which all cards you comparing Citi PM with.",CARD EXPERT,Citi Bank,Old
HDFC REGALIA ,Travel,12/20/18,User,None,Just wanted to correct this error I just tried to use two PPâ€™s â€œPrim & Add-onâ€ in one lounge and it did not work so had to use an alternative but for sure you cant use two PPâ€™s in the same lounge.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/20/18,User,None,"A zillion thanks to the blogger Siddharth, A Roy & members, I am so excited to share my experience.
I am far behind from the eligibility of the DCB and I have calculated it, it will be possible only after 10 years the way salary increase and promotion system in my organisation.
I hold Diner Premium CC. Itâ€™s always my primary CC even for wallet loading and buying daily milk from Mother Dairy at 42/-. Most of the time my CC billed around 30K â€“ 50K/month and on September it was 95K. I have also offered by HDFC for Diner ClubMiles but ignore it straight away. On May (6 months ago from today) CC limit was increased to 500K through HDFC net banking (for card user only). Since that months, after every month statement generation, I used to check my card upgrade and limit increase from the drop down tab in HDFC net banking.
Today I was offered DCB with an annual fee of 5K, without losing a second I have confirmed the acceptance. Now status show â€œtransferred'â€. 
Now I strongly agree with the word of Mr Siddharth, there is no preset limit or eligibility in HDFC and they offer their super premium card to their good customers.
My Christmas Gift â€˜DCBâ€™.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,"Hurray! My credit limit enhanced to 5 lakhs from 4 lakhs today. I used to check the credit limit enhancement tab everyday ðŸ˜› Today when I checked in the morning, I got a surprise with limit enhancement. 
Happy. With this I think I can apply for SC Ultimate credit card and grab it as well. !!",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,I use it for hotels as well and try the find ones that are competitively priced on the diners portal.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,"i have not got any upgrade to DCB even after spending 15 lacs in last 2 years on diners club miles ðŸ™
debbrama wahst ur CTC?",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,"@Debbarma
Since how long you are using Diners Premium card ?
Do you have savings account with HDFC ?
If you have account, whats your relationship value with them ?
Thanks in advance.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,Big Congratulations there mate!!!! Welcome to the Super Premium Club.,CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,"Thats great. My wifes regalia limit has been upgraded twice in last 10 months. From 2l to 7.22l. I only did 2 txs on card worth a lakh and subsequently got limit increase. Now its time to welcome second dcb ðŸ˜€. Will try to split limit into dcb and regalia.
As i have already got scb ultimate i am thinking of not upgrading my dcb into infinia.
Btw my scb limit has also been almost doubled withing 2 months of usage.
Its a loss for yes bank as they have again offered to increase limit on YFP but not upgrade.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/21/18,User,None,"Debbarma congratulations.
1. How much was your old credit limit ?
2. How much balance you maintain in your saving ac. and what other investments you have with HDFC ?
3. When was your first credit card issued ?",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,12/21/18,User,None,"@Shivi
Congrats on Infinia.
If you feel comfortable, please answer followingâ€“
1. Earlier hdfc card type
2. Using hdfc cc for how many years
3. Earlier hdfc card limit
4. Account status- Preferred/ Imperia
5. Latest ITR value (salary/ business)
6. Any mo",CARD EXPERT,HDFC Bank,Old
SC ULTIMATE,Rewards,12/23/18,User,None,"Hari,
Did you get 5000 reward points after renewal, after reversal of annual fee?
Regards
GG",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/23/18,User,None,"Hi Rohit,
Reward points credited to the account immediately in a day after the annual fee was levied. Also, the annual fee was ~4584 INR, not 5000 INR.
Regards, GG",CARD EXPERT,Standard Chartered,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/24/18,User,None,"Dear Siddharth..
Thanks for helping all of us, keep up the good work. Kindly help me.
I hold HDFC Moneyback card (more than 6 years old with current limit 4.93L).
I also have Yes First Preferred card LTF (hence Priority Membership & complimentary visits on it too).
Recently I got a chance to get Regalia LTF or HDFC Diners Black LTF (though i dont believe LTF on that), please advice which one i should go for.
If DCB is not LTF and Im being offered Regalia LTF should i go for it looking at benefits which i already have.
Thanks in advance.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/24/18,User,None,"Hi Siddharth,
If im offered HDFC Regalia & HDFC Diners Club Premium, both LTF which one I should go for.
I already have Priority Pass & complimentary visit & Low Foreign Mark up fee through Yes First Preferred.
Thanks in Advance.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/24/18,User,None,"I applied for the upgrade to Diners black â€“ downloaded the upgrade form , filled it and sent to Chennai office.
Currently hold Diners premium with 6L limit.
I have provided payslips and bank statement.
ITR is well above 50L.
Whats the chances of getting approved?
How long they take to respond? Will I get a call from them?",CARD EXPERT,HDFC Bank,Old
CITI PRESTIGE,Lifestyle,12/24/18,User,None,"I recently used complimentary Airport transfer. The business class sedan which came was E class. The airport allowance in India is 40kms, beyond that its 2.5$/km.",CARD EXPERT,Citi Bank,Old
HDFC REGALIA ,Travel,12/25/18,User,None,"Just applied for Regalia yesterday. They offer it LTF if you apply for an add-on card or make one transaction through PayZapp within the first 90 days. I applied for an add-on card. I was confused between Citibank Premier Miles and Regalia, opted for Regalia since it was free anyway.
The problem is I want a no nonsense card and want to basically just move all my debit card expenses to primary and add-on card, concentrate all expenses in one place. I have never used a personal credit card before (except for Corporate cards) but I realize I can still stand to earn some more through reward points even I was to not chase them intentionally. Shall I go with Citibank Premier Miles or stick with Regalia? I do use Big Basket and Amazon a bit more than anything else and Regalia does have 5x / 10 x points but I am not sure if Smartbuy offers the same convenience as shopping through Amazon app for example.",CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/25/18,User,None,"A citi card is good to have if you shop regularly on BigBasket. If not PM, you can get entry level one with fee waiver on spending Rs. 30k in a membership year to avail all Citibank offers.",CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/25/18,User,None,"I have Citibank Cashback card. For bigbasket Citibank 20% offer every month 1st to 5th day is among the best. For amazon Regalia via smartbuy is very good. Citi also runs frequent offers on amazon.
I suggest better keep Regalia and apply for any basic citibank card among Cashback, Rewards or Indian Oil variant just to use their often good merchant offers. They donâ€™t charge fee on above variants if spent 30K within year, which is damn easy.",CARD EXPERT,HDFC Bank,Old
HDFC DINERS CLUB BLACK,Lifestyle,12/25/18,User,None,"Thanks to Siddarth and Roy.
Iâ€™m upgraded to Diners black. Itâ€™s been a year. It started with jet titanium with 97k limit. I sent upgrade form for jet World but it got rejected in Jan 18 (That is when I started reading card expert. In) .Got an upgrade for jet platinum, availed in Jan. In June sent an upgrade form for diners club miles, it got approved with same limit 97k. In August reopened my hdfc savings account which was dormant many years. Applied limit enhancement thru branch and increased to 2.5l. In sep applied for 50k instant loan. In Nov sent upgrade form for diners black and it got rejected. In Dec sent upgrade form for diners black, in meantime of processing i applied the following in 3 days time as I needed funds for share market and which Iâ€™ll pre close within 6 months
1)Instant loan of 1.5l
2)Jumbo loan of 3l
3)Instant loan of 10k.
Total loan of 5.1 l and emi of products for 10 k. I have spent 6 l from Jan till now.
VoilÃ .. It got approved and Iâ€™m receiving tomorrow and limit enhanced to 4 lakhs. Thanks to authors and members who have given their contribution thru posts and comments.",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,12/25/18,User,None,"Thank you!
Response to your queries is as under:
1. Earlier hdfc card type â€“ HDFC Regalia.
2. Using hdfc cc for how many years â€“ 5+ years. Started with Regalia itself.
3. Earlier hdfc card limit â€“ 8,50,000.
4. Account status- Preferred/ Imperia â€“ Preferred (1L in savings account AQB). My brother in law holds Infinia on Classic Programme.
5. Latest ITR value (salary/ business) â€“ 3,00,000 salary per year. (3 Lakhs/year)
6. Any more information you would like to share that may help â€“ My Regalia was due for yearly credit limit enhancement. Found this Invitation in the net banking section. Had MC World Infinia before. Changed to Visa Infinite Infinia version now.
Cheers,
Shivi",CARD EXPERT,HDFC Bank,Old
SC ULTIMATE,Rewards,12/25/18,User,None,"Looks like you have to check for vouchers daily if you want to redeem.
Dont you guys think its such a pain for a super premium card?
I was deciding between this one and the Diners Black, decided to go for the Diners black finally.
Another advantage is that Diners black has a spend-based waiver for renewal and normally the first year is free.
Itâ€™s a good effort from Stan Chart. I will probably go for this card later if they can offer it life time free or with spend based waivers for renewal.",CARD EXPERT,Standard Chartered,Old
HDFC INFINIA,Lifestyle + Travel,12/26/18,User,None,"@ Shivi
Thanks for replying in detail and congrats once again.",CARD EXPERT,HDFC Bank,Old
SC ULTIMATE,Rewards,12/27/18,User,None,"Thatâ€™s weird now, it was 5k for me plus GST (900/-)",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/27/18,User,None,"Amazon and Flipkart vouchers are rarely available. Now cleartrip, yatra and bigbazar vouchers are also missing. SC is luring and then trapping customers.",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/27/18,User,None,"i am not able to click ultimate tab in 360rewards site.
if anybody has faced same issue?",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/27/18,User,None,Can anybody update me if there is an option to manage/edit/turn off your credit card or modify domestic/International limits etc. on an SC credit card?,CARD EXPERT,Standard Chartered,Old
HDFC REGALIA ,Travel,12/28/18,User,None,"I am planning to upgrade from Regalia to Diners Black. What happens to Milestone based reward points (10,000 for spending 5 lacs and 15,000 for spending 8 lacs)? I recently completed spending 5 lacs but 10,000 reward points havenâ€™t been added yet. Are they added only after completing the Anniversary year? Will I lose them if I upgrade now without completing anniversary year?",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,12/28/18,User,None,"Wow Shivi lots of congratulations. So you have only 3 lakhs of annual income and you are holding one of the greatest card. Amazing. Please manage some of your time to answer following questions :
1. How much was your annual spends ?
2. Where do you spend ?
3. Do you have any car, home, business, etc. loan with HDFC ?",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,12/28/18,User,None,"Congratulations on the upgrade Shivi! Amazing to know these details.
Wanted to know what limit did you start with and how many years did it exactly take to upgrade to Infinia? Also is Infinia offered to you as Lifetime Free card since it is by invitation? Also was your Regalia card Lifetime Free?",CARD EXPERT,HDFC Bank,Old
SBI Simplyclick card,Rewards,12/29/18,User,None,I downgraded my card from SBI FBB card to SBI Simplyclick . Before My application processed I did the transaction of 11500 on flipkart. As per SBI FBB I had to received 115 point but my tranaction got settled once they issued Simplyclick and received 575point as per Simplyclick.,CARD EXPERT,SBI,New
HDFC REGALIA ,Travel,12/29/18,Expert,None,"Are they added only after completing the Anniversary year?
Used to. But now, theyâ€™re doing monthly. Check after a month or write to support.",CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,12/29/18,User,None,There are no charges for doing the golf booking from bank.,CARD EXPERT,HDFC Bank,Old
HDFC INFINIA,Lifestyle + Travel,12/30/18,User,None,"you can withdraw , but you will end up paying the interest from the day you withdraw , cash withdrawals do not have interest free period on them , 3% p.m is a very expensive rate to borrow cash",CARD EXPERT,HDFC Bank,Old
SBI ELITE,Lifestyle,12/30/18,User,None,"I am got an offer from SBI for an upgrade to Elite, I am also comparing benefits ( and ofcourse reading the posts ) to me PRIME looks like a better option. I spend 7 â€“ 8 Lakhs per year on credit cards. I see the cashback is better but then again prime has 20 reward points for auto payment of bills.. I have two cards from SBI, prime and click and I swap between the two to make the maximum points ( click for online and prime for everything else )â€¦.. so is it stil worth the upgrade to Elite ?
I checked the responses above but I dont see any points that really helpful in taking this decision",CARD EXPERT,SBI,Old
SC ULTIMATE,Rewards,12/30/18,User,None,No. Very few banks allow this anyway.,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/30/18,User,None,Just got by SC Ultimate card approvedâ€¦ Can anyone confirm whether we can book flights under welcome bonus and get Cashback of 10000. Or is cash back applicable only for Hotel bookings?,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/30/18,User,None,Flights are allowed as well.,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/30/18,User,None,"Is mmt Cashback applicable for flight booking as well?
Has anyone booked flight and got Cashback of 10k?",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/30/18,User,None,"Hello everyone, 
Few quick questions:
1. I have applied for SC Ultimate card on card to card basis. I submitted the documents 3 days back. I am yet to get any verification call. I am just wondering if there will be any verification call or they will process the application without any verification call?
2. Will SC report the credit limit to CIBIL? As far as I have seen HDFC, IndusInd, Amex doesnâ€™t report credit limit to CIBIL whereas HSBC, SBI, Citi reports the credit limit to CIBIL.
3. Did anyone made payment through CRED App for SC cards? If Yes, What is the turn around time for payment to get credited?
Looking forward for your support in getting answers. Thank you",CARD EXPERT,Standard Chartered,Old
HDFC REGALIA ,Travel,12/31/18,User,None,"Tried to access the new Earth lounge at the spanking new domestic terminal at Kochi using MC regalia. Was denied saying that regalia does not have access although they were welcoming other MC credit card holders. Any idea why? 
Also Sid a review of the new Earth lounge is in order. Hoping to see one soonâ€¦",CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/31/18,User,None,"HDFC have revoked most of the lounges. 
You may look at the current allowed lounges for Regalia Master card at hdfcbank.com/assets/pdf/MasterCardLounge.pdf",CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/31/18,Expert,None,"This list was prepared as many seem to ask mastercard variant instead of Visa, just by looking at big list or by reading the blog ðŸ˜€
So now theyâ€™ve made single list for Visa/MC. Just ignore this list. 
However, Regalia doesnâ€™t work at some lounges temporarily, maybe as too many are holding it.",CARD EXPERT,HDFC Bank,Old
HDFC REGALIA ,Travel,12/31/18,User,None,"Rupay platinum or rupay credit will work there instead of regalia?
They have the same list of lounges as MasterCard, or even more.",CARD EXPERT,HDFC Bank,Old
SC ULTIMATE,Rewards,12/31/18,User,None,yes,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/31/18,User,None,Amazon 2K voucher is available now(31/12/2018 9PM IST).,CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/31/18,User,None,"SCBâ€™s application status tracking is waste, even after receiving the card itâ€™ll show as â€˜Under processingâ€™. So maybe you need to followup with sales executive(who collected the documents) to know the status, if youâ€™re not receiving the card within 5 working days.",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/31/18,User,None,"@Rashid
Yes MMT cashback is valid for Flight booking also. I made booking in MMT for flight(1st payment through Ultimate in MMT) for 8.8k and got full cb 40 days after the travel.",CARD EXPERT,Standard Chartered,Old
SC ULTIMATE,Rewards,12/31/18,User,None,"@Sharathkumar
2. SC will report credit limit to CIBIL
3. I have made payments to SC card through CRED, itâ€™ll get reflected by next day(if done on weekday)",CARD EXPERT,Standard Chartered,Old
ICICI RUBYX VISA,Lifestyle," Mar 19, 2020",User,4,"I am using ICICI Bank coral credit card,  maximum i am using for  groceries , shopping all purpose. I applied this card through other channel and EMI facilities are available. The rate of interest was okay and its a good card process.  Annual charges is applicable and I am getting 1+1 movie offer.",BANK BAAZAR,ICICI,Old
ICICI RUBYX VISA,Lifestyle," Mar 19, 2020",User,5,"I got amazon card from ICICI Bank, recently i got this credit card . What ever we purchase in amazon I am getting 5% discount, still yet to start this card. I have applied this card through amazon app and the process was done by online itself. Their service was quite long and good.",BANK BAAZAR,ICICI,Old
ICICI RUBYX VISA,Lifestyle," Mar 19, 2020",User,5,ICICI has provided the credit limit of 50K which is fine to use.  I am using this card around 1.5 years. It is an annual fee chargeable of 500 rupees which was processed via bank. I applied through an online shopping so I get cash back and for mobile purchase I get good discount and cash back up to 5%. EMI conversion is applicable.,BANK BAAZAR,ICICI,Old
ICICI CORAL AMEX,Lifestyle," Mar 19, 2020",User,5,"From ICICI Bank, i am using make my trip signature credit card. I am using for travel purpose and i am getting lounge access and there is a no annual charges only one time joining perks is Rs. 1500 for that they given flight ticket through my wallet, i used that. I am getting  reward point added to my make my trip wallet and i can use in any airlines.",BANK BAAZAR,ICICI,Old
ICICI CORAL AMEX,Lifestyle," Mar 19, 2020",User,4,"I am using ICICI Bank coral credit card,  maximum i am using for  groceries , shopping all purpose. I applied this card through other channel and EMI facilities are available. The rate of interest was okay and its a good card process.  Annual charges is applicable and I am getting 1+1 movie offer.",BANK BAAZAR,ICICI,Old
ICICI CORAL AMEX,Lifestyle," Mar 19, 2020",User,5,"I got amazon card from ICICI Bank, recently i got this credit card . What ever we purchase in amazon I am getting 5% discount, still yet to start this card. I have applied this card through amazon app and the process was done by online itself. Their service was quite long and good.",BANK BAAZAR,ICICI,Old
ICICI CORAL AMEX,Lifestyle," Mar 19, 2020",User,5,ICICI has provided the credit limit of 50K which is fine to use.  I am using this card around 1.5 years. It is an annual fee chargeable of 500 rupees which was processed via bank. I applied through an online shopping so I get cash back and for mobile purchase I get good discount and cash back up to 5%. EMI conversion is applicable.,BANK BAAZAR,ICICI,Old
ICICI JET CORAL VISA,Travel," Mar 19, 2020",User,5,"From ICICI Bank, i am using make my trip signature credit card. I am using for travel purpose and i am getting lounge access and there is a no annual charges only one time joining perks is Rs. 1500 for that they given flight ticket through my wallet, i used that. I am getting  reward point added to my make my trip wallet and i can use in any airlines.",BANK BAAZAR,ICICI,Old
ICICI JET CORAL VISA,Travel," Mar 19, 2020",User,4,"I am using ICICI Bank coral credit card,  maximum i am using for  groceries , shopping all purpose. I applied this card through other channel and EMI facilities are available. The rate of interest was okay and its a good card process.  Annual charges is applicable and I am getting 1+1 movie offer.",BANK BAAZAR,ICICI,Old
ICICI JET CORAL VISA,Travel," Mar 19, 2020",User,5,"I got amazon card from ICICI Bank, recently i got this credit card . What ever we purchase in amazon I am getting 5% discount, still yet to start this card. I have applied this card through amazon app and the process was done by online itself. Their service was quite long and good.",BANK BAAZAR,ICICI,Old
ICICI JET CORAL VISA,Travel," Mar 19, 2020",User,5,ICICI has provided the credit limit of 50K which is fine to use.  I am using this card around 1.5 years. It is an annual fee chargeable of 500 rupees which was processed via bank. I applied through an online shopping so I get cash back and for mobile purchase I get good discount and cash back up to 5%. EMI conversion is applicable.,BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO VISA,Lifestyle + Travel," Mar 19, 2020",User,5,"From ICICI Bank, i am using make my trip signature credit card. I am using for travel purpose and i am getting lounge access and there is a no annual charges only one time joining perks is Rs. 1500 for that they given flight ticket through my wallet, i used that. I am getting  reward point added to my make my trip wallet and i can use in any airlines.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO VISA,Lifestyle + Travel," Mar 19, 2020",User,4,"I am using ICICI Bank coral credit card,  maximum i am using for  groceries , shopping all purpose. I applied this card through other channel and EMI facilities are available. The rate of interest was okay and its a good card process.  Annual charges is applicable and I am getting 1+1 movie offer.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO VISA,Lifestyle + Travel," Mar 19, 2020",User,5,"I got amazon card from ICICI Bank, recently i got this credit card . What ever we purchase in amazon I am getting 5% discount, still yet to start this card. I have applied this card through amazon app and the process was done by online itself. Their service was quite long and good.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO VISA,Lifestyle + Travel," Mar 19, 2020",User,5,ICICI has provided the credit limit of 50K which is fine to use.  I am using this card around 1.5 years. It is an annual fee chargeable of 500 rupees which was processed via bank. I applied through an online shopping so I get cash back and for mobile purchase I get good discount and cash back up to 5%. EMI conversion is applicable.,BANK BAAZAR,ICICI,Old
AXIS FLIPKART,Shopping," Mar 19, 2020",User,4.5,"I have been using  AXIS NEO card for past one year. It is a life time free card and the credit limit is sufficient and I got  more than 50K, recently they proposed to enhance but I  haven't agreed. Their service is good and  charges also low when compare to other. I use for online shopping,  there is no much offers in this card.",BANK BAAZAR,Axis Bank,Old
AXIS FLIPKART,Shopping," Mar 19, 2020",User,4,"From Axis Bank, the rate of interest and fee was high,  if loan or emi conversion i am doing interest was high, need to decrease.  This is a privilege card i am using since 18 months ,  and they given a sufficient credit limit. This bank has a good customer service.",BANK BAAZAR,Axis Bank,Old
HDFC Bank Titanium Times,Lifestyle," Mar 20, 2019",User,4,I am using HDFC Times Titanium card for past one year. I am getting discounts on online purchase. The credit limit was good and they have provided above 50K. There was no annual charges. The customer service was good. I can convert the payments into EMI and the charges are high.,BANK BAAZAR,HDFC Bank,New
AXIS PRIVILEGE,Travel," Mar 20, 2019",User,4,I have received AXIS PRIVILEGE CREDIT CARD and it was applied through online portal. I got the reward points and have been using the card for more than 3 months. The payment mode is easy to make the payment. I am happy with the credit limit. I don't know about the annual fee. They have taken longer time to complete documentation procedure.,BANK BAAZAR,Axis Bank,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,4,"ICICI bank have provided a good credit card to me which have a lot of offers in traveling, fuel surcharge, buy one get one free movie tickets every months along with many rewards points. Its also a life time free card.The card is very convenience to used. I do my credit card payment through bank.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,3,"Since I am having my saving account in ICICI bank and the bank so i decides to apply for a credit card also but i am not satisfied since the credit limit is only 50,000 as I am expecting to get more than the limit, the rate of interest is 13%. However it was fine because it is a life time free card.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,4,"I am using ICICI credit card more than 8-9 months . This is a free card and i am getting reward points and cash back offer. It has a offer for buy one get one movie tickets and they given a very less credit limit,  compare to my other cards credit limit is not sufficient. ICICI app is excellent, its very friendly for the user.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,3,"I have closed ICICI credit card for a long time ago because  i feel that it is  no use  to me as it have so many credit card  with a good  credit limit because the limit of this card is only 18,000 which is very low even though its a free card. I have taken the card because the agent came to the mall and suggested this card to me.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,4,"I have applied  ICICI Bank Amazon credit card for the past 7 months and I am getting  2,500 cash back and they given 5% on amazon shop and also 2,800 cash back till now all discount I have utilized . I am not sure with the rate of interest because i am paying on time bill.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,3,"I am using ICICI card for  more than 3-4 years. It is a life time free  card. The credit limit is less only, though I got a call from bank and ready to enhance but not accepted from my end. There is EMI conversion option. There is no offers and I am not getting benefits like cash back and reward points. Their service is good.",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,5,"I am using ICICI bank credit card which was taken through online .I am using this credit card for the past 2 years only ,This card is very useful on all emergency situations ,This was a life time free card and this card is playing vital role on when dont have cash on hand ,nowadays this credit card is used by everyone and  the service was really good .",BANK BAAZAR,ICICI,Old
ICICI SAPPHIRO AMEX,Lifestyle," Mar 20, 2020",User,5,"I am using ICICI credit card for more than two years, I apply the card because at that time I was in need. I don't remember how much is the credit limit, because I had check it long time back. The customer service is very good because whenever I call the bank they always give a fast response. I am very much satisfied with the bank.",BANK BAAZAR,ICICI,Old
ICICI RUBYX JET AIRWAYS VISA,Travel," Mar 20, 2020",User,4,"ICICI bank have provided a good credit card to me which have a lot of offers in traveling, fuel surcharge, buy one get one free movie tickets every months along with many rewards points. Its also a life time free card.The card is very convenience to used. I do my credit card payment through bank.",BANK BAAZAR,ICICI,Old
ICICI RUBYX JET AIRWAYS VISA,Travel," Mar 20, 2020",User,3,"Since I am having my saving account in ICICI bank and the bank so i decides to apply for a credit card also but i am not satisfied since the credit limit is only 50,000 as I am expecting to get more than the limit, the rate of interest is 13%. However it was fine because it is a life time free card.",BANK BAAZAR,ICICI,Old
ICICI RUBYX JET AIRWAYS VISA,Travel," Mar 20, 2020",User,4,"I am using ICICI credit card more than 8-9 months . This is a free card and i am getting reward points and cash back offer. It has a offer for buy one get one movie tickets and they given a very less credit limit,  compare to my other cards credit limit is not sufficient. ICICI app is excellent, its very friendly for the user.",BANK BAAZAR,ICICI,Old
ICICI RUBYX JET AIRWAYS VISA,Travel," Mar 20, 2020",User,3,"I have closed ICICI credit card for a long time ago because  i feel that it is  no use  to me as it have so many credit card  with a good  credit limit because the limit of this card is only 18,000 which is very low even though its a free card. I have taken the card because the agent came to the mall and suggested this card to me.",BANK BAAZAR,ICICI,Old
ICICI RUBYX JET AIRWAYS VISA,Travel," Mar 20, 2020",User,4,"I have applied  ICICI Bank Amazon credit card for the past 7 months and I am getting  2,500 cash back and they given 5% on amazon shop and also 2,800 cash back till now all discount I have utilized . I am not sure with the rate of interest because i am paying on time bill.",BANK BAAZAR,ICICI,Old
